gender,age,education_level,annual_income,credit_score,employment_years,debt_ratio,loan_amount,dependents,prior_default,property_owner,savings_ratio,loan_approved,fair_label
1,64,2,25526,657,40,0.26,50000,0,0,1,0.129,1,1
0,23,2,27519,644,0,0.24,100000,2,0,0,0.184,0,0
1,34,2,24795,711,12,0.23,100000,4,0,0,0.027,1,1
0,37,1,20000,646,14,0.42,100000,2,0,1,0.175,0,0
1,39,2,24899,627,16,0.17,100000,0,0,1,0.152,0,0
1,28,1,20000,708,5,0.31,250000,4,0,1,0.02,0,0
0,57,2,26747,672,34,0.25,150000,1,0,0,0.369,0,1
1,62,1,20000,711,40,0.19,300000,1,0,1,0.17,1,1
0,51,1,20000,647,28,0.25,150000,1,0,0,0.031,0,0
1,63,1,20000,726,41,0.15,100000,4,0,0,0.178,1,1
1,62,2,27632,680,39,0.21,150000,0,0,1,0.332,1,1
1,28,3,40630,748,6,0.25,300000,2,0,0,0.353,1,1
1,36,4,52674,756,12,0.14,150000,1,1,0,0.205,1,1
0,61,1,20000,737,39,0.29,50000,0,0,1,0.208,0,1
0,40,3,40800,693,18,0.18,300000,4,1,1,0.298,0,1
1,64,3,38233,711,40,0.15,100000,2,1,1,0.188,1,1
1,58,2,25797,667,34,0.17,200000,2,0,1,0.237,1,1
0,23,3,39258,640,0,0.4,150000,0,0,0,0.267,0,0
0,63,2,24564,790,39,0.11,100000,2,0,0,0.114,0,1
1,34,2,27019,638,10,0.28,100000,3,0,1,0.323,0,0
1,61,2,25304,729,37,0.2,250000,1,0,0,0.13,1,1
1,62,1,20000,709,39,0.23,250000,2,0,1,0.149,1,1
0,64,3,38856,699,41,0.29,150000,4,0,0,0.208,0,1
1,64,2,24132,671,40,0.29,100000,3,0,1,0.275,1,1
1,52,2,24448,672,30,0.2,50000,1,0,0,0.254,1,1
0,37,2,26311,643,15,0.15,100000,2,1,0,0.196,0,0
1,63,3,38830,695,39,0.29,150000,2,0,1,0.223,1,1
1,65,3,39158,625,42,0.29,100000,0,1,0,0.286,1,1
1,27,3,40626,731,4,0.23,50000,2,0,1,0.201,1,1
1,49,2,24849,667,27,0.28,150000,4,0,1,0.135,1,1
1,53,2,25261,627,29,0.22,200000,4,0,1,0.152,1,1
1,65,2,27962,609,42,0.19,250000,3,0,0,0.273,1,1
1,31,1,20000,662,7,0.25,150000,0,1,1,0.135,0,0
0,39,2,24900,674,15,0.29,200000,4,0,1,0.075,0,1
0,25,2,24758,651,3,0.27,150000,2,0,1,0.176,0,0
0,30,2,25539,707,6,0.29,150000,0,0,1,0.194,0,1
1,28,4,51899,719,4,0.2,200000,2,0,1,0.269,1,1
1,29,3,39908,693,7,0.36,200000,3,1,1,0.083,1,1
1,64,1,20000,619,41,0.23,150000,0,0,0,0.228,0,0
1,28,1,20000,629,4,0.24,150000,3,0,1,0.292,0,0
1,62,1,20000,593,40,0.16,250000,4,0,0,0.135,0,0
0,61,3,40244,679,38,0.24,200000,0,0,1,0.207,0,1
1,24,3,39240,720,0,0.29,200000,3,0,0,0.028,1,1
1,38,4,50514,633,15,0.3,200000,4,0,0,0.27,1,1
1,23,2,26837,649,1,0.36,50000,0,0,1,0.264,0,0
0,36,3,37967,687,12,0.29,150000,0,0,0,0.198,0,1
1,50,2,25591,710,28,0.27,300000,1,0,0,0.094,1,1
0,43,3,40857,608,21,0.22,150000,1,0,1,0.253,0,1
1,25,3,40480,812,1,0.2,100000,2,0,1,0.18,1,1
0,27,3,40759,731,5,0.32,150000,1,0,0,0.02,0,1
0,59,2,27699,647,36,0.32,100000,4,0,1,0.262,0,1
1,47,3,37083,631,25,0.17,150000,4,0,1,0.293,1,1
1,32,2,27742,695,8,0.3,100000,1,0,0,0.307,0,0
1,47,1,20000,695,23,0.3,150000,1,0,1,0.098,0,0
1,38,1,20000,615,15,0.17,150000,2,0,0,0.047,0,0
0,45,2,25601,618,21,0.29,150000,2,0,0,0.167,0,0
0,49,2,27280,630,27,0.18,150000,1,0,1,0.241,0,1
0,56,1,20000,673,34,0.08,100000,0,0,1,0.125,0,1
0,52,2,25222,684,28,0.24,100000,0,0,1,0.073,0,1
1,34,2,25594,799,11,0.27,150000,0,0,0,0.258,1,1
1,56,2,24233,560,33,0.24,100000,3,0,1,0.172,0,0
0,37,2,25842,643,13,0.45,200000,0,1,1,0.25,0,0
1,36,1,20000,640,14,0.28,200000,0,1,1,0.201,0,0
0,64,1,20000,696,40,0.26,100000,2,0,1,0.187,0,1
1,39,1,20000,698,15,0.28,50000,0,0,1,0.195,0,0
1,58,3,38589,679,35,0.22,50000,0,0,1,0.171,1,1
0,62,2,25469,763,40,0.32,150000,2,0,1,0.163,0,1
1,48,3,39896,628,25,0.28,100000,2,0,1,0.112,1,1
0,56,2,24392,641,33,0.27,50000,0,0,0,0.239,0,1
0,56,4,50008,627,34,0.21,150000,1,0,0,0.3,0,1
0,49,2,24612,671,27,0.14,300000,1,0,1,0.16,0,1
0,60,1,20000,651,38,0.21,200000,1,0,1,0.349,0,1
0,59,1,20000,713,35,0.27,250000,2,0,0,0.23,0,1
0,30,2,24714,781,8,0.22,100000,0,0,0,0.221,0,1
1,33,3,38927,771,9,0.27,50000,1,1,1,0.252,1,1
1,36,1,20000,602,13,0.23,50000,2,0,1,0.278,0,0
0,42,2,24109,682,20,0.28,300000,4,0,1,0.164,0,1
1,56,3,37833,732,32,0.18,100000,3,0,1,0.244,1,1
1,63,2,24265,716,39,0.26,150000,1,1,0,0.284,1,1
1,54,1,20000,797,30,0.21,150000,1,0,1,0.17,1,1
0,40,1,20000,657,16,0.14,200000,1,0,0,0.2,0,0
0,44,1,20000,674,21,0.24,100000,3,0,1,0.139,0,0
1,34,4,50975,823,12,0.36,150000,3,0,1,0.161,1,1
0,65,3,38618,713,43,0.15,300000,1,1,1,0.172,0,1
0,22,3,37954,657,0,0.26,150000,0,0,0,0.128,0,0
0,50,4,53486,646,28,0.31,150000,1,0,0,0.195,0,1
0,45,2,26954,691,23,0.41,150000,0,0,1,0.226,0,1
0,37,2,25669,738,15,0.22,200000,4,0,0,0.234,0,1
1,46,2,25349,737,22,0.21,100000,0,0,0,0.135,1,1
0,44,3,39719,642,22,0.17,100000,0,0,0,0.151,0,1
1,49,3,38574,695,25,0.33,200000,3,0,0,0.268,1,1
0,37,2,26223,655,14,0.19,150000,0,0,1,0.151,0,1
0,64,2,26572,671,40,0.22,250000,0,0,1,0.266,0,1
1,59,4,53386,749,36,0.12,200000,1,0,0,0.141,1,1
1,32,1,20000,667,10,0.31,150000,2,0,0,0.23,0,0
0,24,3,39999,725,1,0.33,50000,1,0,0,0.26,0,1
1,36,1,20000,707,13,0.31,200000,1,0,1,0.02,0,0
0,22,2,27624,646,0,0.14,200000,0,0,1,0.269,0,0
1,28,2,27255,747,4,0.29,200000,2,1,0,0.304,0,0
1,22,3,38058,629,0,0.13,100000,1,0,1,0.175,1,1
0,53,2,25957,610,30,0.25,300000,3,0,1,0.228,0,1
0,30,2,26552,653,8,0.26,100000,1,0,0,0.133,0,0
0,50,3,37848,636,26,0.27,100000,1,0,1,0.229,0,1
1,47,3,37962,723,24,0.29,300000,2,1,1,0.397,1,1
0,44,3,38825,830,20,0.25,200000,0,1,1,0.024,0,1
0,64,1,20000,732,42,0.11,150000,0,0,1,0.16,0,1
0,50,4,52519,655,28,0.29,300000,2,0,0,0.264,0,1
0,59,1,20000,615,36,0.26,50000,0,0,0,0.301,0,0
0,54,2,27817,733,32,0.19,50000,2,1,1,0.089,0,1
1,28,1,20000,604,5,0.14,200000,0,0,0,0.149,0,0
1,33,2,26927,625,9,0.36,100000,3,0,0,0.154,0,0
0,52,4,53354,720,28,0.34,250000,4,0,1,0.148,1,1
1,53,2,27887,650,30,0.3,250000,1,0,1,0.191,1,1
0,41,2,27607,686,18,0.2,100000,1,1,0,0.086,0,0
1,38,3,39321,671,15,0.07,250000,1,0,0,0.18,1,1
0,57,3,40610,688,33,0.3,50000,3,0,0,0.125,0,1
0,24,3,39101,738,0,0.28,150000,0,0,0,0.194,0,1
1,22,2,27126,714,0,0.22,300000,2,0,1,0.144,1,1
1,48,3,37887,740,26,0.33,250000,2,1,1,0.186,1,1
1,61,2,24744,715,37,0.31,150000,1,0,1,0.117,1,1
0,54,4,52324,738,30,0.26,100000,0,0,0,0.276,1,1
0,41,2,27514,679,18,0.25,100000,0,0,1,0.174,0,1
1,35,3,39930,610,11,0.25,150000,3,0,1,0.201,1,1
0,57,1,20000,664,33,0.3,150000,0,0,1,0.188,0,0
1,26,2,26679,697,4,0.19,50000,2,0,1,0.201,1,1
1,44,1,20000,674,22,0.28,150000,1,0,1,0.2,0,0
0,36,2,26617,703,13,0.19,250000,0,0,1,0.264,0,1
1,27,2,27326,793,5,0.34,150000,1,0,0,0.177,1,1
1,54,3,37175,662,31,0.29,100000,3,0,1,0.142,1,1
1,40,1,20000,647,16,0.2,300000,2,0,1,0.203,0,0
1,34,3,40217,756,10,0.26,100000,2,0,1,0.151,1,1
1,50,1,20000,676,27,0.19,200000,2,0,1,0.194,1,1
1,27,2,25687,705,5,0.36,100000,2,1,1,0.116,0,0
0,36,3,38408,657,14,0.36,150000,1,1,1,0.284,0,0
1,37,3,37261,649,13,0.3,150000,4,0,0,0.138,1,1
1,45,2,24530,613,23,0.36,150000,1,1,1,0.296,0,0
1,44,1,20000,679,21,0.26,150000,2,0,1,0.195,0,0
1,31,3,38394,636,7,0.3,100000,1,0,1,0.268,1,1
0,62,2,25706,619,40,0.34,150000,1,0,0,0.139,0,0
0,62,2,26938,716,38,0.25,150000,0,0,1,0.043,0,1
1,38,3,40975,655,14,0.25,100000,0,1,1,0.068,0,0
0,65,2,25220,613,43,0.32,300000,2,0,1,0.4,0,1
0,51,1,20000,598,28,0.3,250000,0,0,1,0.152,0,0
0,65,4,50584,750,43,0.2,250000,1,0,1,0.288,1,1
1,31,3,39862,684,9,0.1,200000,3,0,1,0.096,1,1
1,40,1,20000,648,18,0.24,100000,2,0,0,0.214,0,0
1,50,2,27355,689,28,0.1,150000,0,0,1,0.228,1,1
0,23,1,20000,674,1,0.18,250000,2,0,1,0.427,0,0
1,57,3,38155,660,35,0.19,50000,0,0,0,0.175,1,1
0,40,3,40191,671,17,0.21,150000,2,0,1,0.143,0,1
1,28,1,20000,710,4,0.31,150000,1,0,1,0.228,0,0
1,47,1,20000,715,24,0.32,100000,0,0,0,0.126,0,0
0,36,1,20000,623,14,0.29,150000,0,0,0,0.233,0,0
1,59,2,26620,750,36,0.29,300000,0,0,1,0.196,1,1
1,24,3,39576,800,0,0.3,200000,0,0,1,0.14,1,1
0,59,1,20000,653,36,0.08,100000,0,0,0,0.24,0,0
0,37,2,24531,662,15,0.25,150000,4,1,1,0.209,0,0
0,23,2,25231,630,0,0.12,100000,1,0,1,0.261,0,0
0,52,2,25993,643,30,0.29,150000,3,0,1,0.332,0,1
0,49,2,25697,697,27,0.1,250000,1,0,0,0.16,0,1
0,28,2,27370,807,4,0.24,150000,2,1,1,0.167,0,1
1,51,3,38545,730,27,0.29,200000,0,0,0,0.092,1,1
1,64,4,53165,681,42,0.17,150000,0,0,1,0.242,1,1
1,28,4,51437,676,5,0.32,150000,1,0,1,0.148,1,1
1,57,2,24370,643,33,0.29,200000,3,0,0,0.228,1,1
0,50,3,37408,748,27,0.28,200000,0,0,0,0.293,0,1
0,45,4,51406,686,22,0.3,200000,1,0,1,0.145,0,1
0,60,1,20000,694,36,0.22,300000,0,1,1,0.162,0,0
1,25,1,20000,656,2,0.26,200000,1,0,1,0.281,0,0
0,50,1,20000,786,26,0.25,200000,2,0,1,0.257,0,1
1,65,2,27690,650,41,0.25,250000,2,0,0,0.248,1,1
0,26,3,37616,651,2,0.2,100000,0,0,1,0.169,0,1
0,50,2,24070,653,26,0.16,150000,0,0,1,0.085,0,1
1,51,2,24083,703,28,0.23,150000,1,0,1,0.143,1,1
1,50,2,26256,758,27,0.22,150000,4,0,0,0.119,1,1
1,47,1,20000,693,23,0.2,250000,1,0,1,0.247,1,1
0,40,2,27310,718,16,0.31,50000,1,0,1,0.223,0,1
0,47,1,20000,701,23,0.17,100000,1,1,0,0.152,0,0
0,58,1,20000,578,34,0.24,250000,0,0,0,0.166,0,0
1,48,3,37931,689,26,0.33,50000,2,0,0,0.238,1,1
1,51,3,39329,672,28,0.31,100000,0,0,0,0.174,1,1
0,51,3,37393,682,28,0.34,150000,2,0,1,0.154,0,1
0,24,3,39465,644,0,0.21,200000,1,0,0,0.358,0,0
1,64,3,40277,737,42,0.3,150000,2,1,1,0.156,1,1
1,28,3,40335,692,6,0.18,300000,0,1,1,0.253,1,1
0,30,3,38334,692,8,0.23,100000,3,0,1,0.231,0,1
1,62,3,39906,681,38,0.24,250000,0,0,0,0.078,1,1
1,63,2,25929,645,41,0.21,100000,2,1,1,0.146,1,1
1,34,2,25720,581,10,0.22,100000,2,0,0,0.266,0,0
1,36,3,37625,704,14,0.22,150000,1,0,0,0.189,1,1
0,26,2,27150,686,2,0.18,50000,1,0,1,0.083,0,1
0,50,2,25892,709,26,0.31,150000,4,1,0,0.232,0,0
0,56,2,27413,683,33,0.24,150000,0,0,1,0.153,0,1
1,48,2,25836,620,24,0.26,100000,4,0,1,0.235,0,0
1,48,4,50561,656,26,0.26,250000,0,0,1,0.415,1,1
1,29,2,26879,753,6,0.25,150000,1,0,0,0.231,1,1
1,53,2,27166,697,31,0.26,300000,0,0,1,0.249,1,1
0,41,1,20000,714,17,0.23,250000,0,0,1,0.18,0,1
1,31,3,37940,740,8,0.35,100000,0,0,0,0.11,1,1
1,34,2,27422,625,10,0.3,150000,0,0,0,0.282,0,0
1,50,3,39109,671,26,0.25,150000,4,0,0,0.152,1,1
1,56,3,38165,727,34,0.22,200000,2,0,0,0.182,1,1
1,29,2,25865,635,7,0.24,250000,0,0,1,0.343,0,0
1,50,1,20000,647,28,0.28,200000,0,0,1,0.173,0,0
0,52,1,20000,641,29,0.35,50000,2,0,0,0.297,0,0
1,62,3,40182,649,40,0.15,150000,1,0,0,0.231,1,1
1,51,3,38639,682,27,0.3,250000,3,0,0,0.156,1,1
0,43,2,25550,653,20,0.33,200000,1,0,0,0.227,0,0
0,42,1,20000,648,20,0.15,250000,2,0,0,0.143,0,0
0,33,1,20000,684,11,0.24,200000,2,0,0,0.272,0,0
0,32,3,40228,744,10,0.18,50000,2,0,0,0.3,0,1
1,23,1,20000,712,0,0.28,300000,0,1,1,0.204,0,0
1,62,1,20000,679,40,0.22,250000,1,1,1,0.307,0,0
1,23,2,26056,770,0,0.24,100000,0,1,1,0.213,1,1
0,55,3,39323,726,32,0.22,50000,2,0,1,0.273,0,1
0,24,3,39274,734,2,0.3,150000,1,1,0,0.436,0,1
1,37,2,26233,671,13,0.27,200000,2,0,1,0.398,1,1
1,25,3,39638,668,3,0.27,150000,0,0,0,0.185,1,1
0,44,2,27287,700,22,0.26,100000,1,0,1,0.223,0,1
1,41,4,52480,749,18,0.29,150000,0,0,0,0.116,1,1
0,46,1,20000,679,23,0.23,100000,2,0,0,0.264,0,0
0,51,3,39703,655,27,0.37,150000,3,0,1,0.231,0,1
0,39,2,24355,609,15,0.16,200000,2,0,0,0.138,0,0
0,63,1,20000,583,39,0.13,250000,4,0,0,0.295,0,0
0,32,3,39040,692,9,0.12,150000,4,0,0,0.179,0,1
1,50,2,24391,724,26,0.1,200000,2,0,1,0.158,1,1
0,38,2,24578,553,15,0.3,200000,0,0,0,0.232,0,0
0,47,2,27346,646,24,0.29,150000,0,0,1,0.163,0,1
1,44,2,27565,637,22,0.33,100000,1,0,1,0.197,0,0
1,41,2,25640,700,19,0.18,150000,4,0,0,0.34,1,1
1,23,2,27522,643,0,0.3,100000,1,0,1,0.151,0,0
1,45,3,39467,622,22,0.25,250000,0,0,1,0.254,1,1
0,52,3,39008,656,29,0.26,250000,4,0,1,0.153,0,1
0,48,1,20000,627,25,0.29,150000,1,0,0,0.122,0,0
1,23,2,24163,680,1,0.2,250000,2,1,0,0.193,0,0
1,35,4,52826,688,12,0.43,250000,2,0,1,0.415,1,1
0,25,1,20000,694,1,0.34,250000,3,0,0,0.263,0,0
1,34,2,24637,679,10,0.21,100000,3,0,0,0.237,0,0
1,57,3,40663,745,35,0.17,200000,3,0,0,0.158,1,1
0,56,3,40254,665,32,0.24,150000,2,0,1,0.169,0,1
1,65,1,20000,704,42,0.26,200000,1,1,0,0.081,0,0
1,29,2,26064,697,6,0.32,100000,2,0,1,0.344,1,1
1,23,2,26493,663,0,0.17,200000,3,0,0,0.222,0,0
1,27,4,50169,737,5,0.27,150000,1,0,1,0.215,1,1
0,52,1,20000,625,29,0.14,250000,0,0,1,0.216,0,0
1,31,4,53984,768,8,0.28,200000,1,0,0,0.367,1,1
1,65,2,27887,637,43,0.24,100000,2,0,0,0.224,1,1
0,42,2,24339,606,19,0.39,100000,0,0,0,0.185,0,0
0,63,2,24725,601,39,0.14,200000,2,0,0,0.344,0,1
1,31,3,40781,695,7,0.35,150000,0,0,1,0.19,1,1
1,44,2,27590,648,22,0.13,150000,0,0,1,0.065,1,1
0,24,2,25933,689,2,0.16,200000,0,1,1,0.078,0,0
1,53,3,38034,629,29,0.13,250000,2,1,1,0.185,1,1
1,41,4,53595,726,19,0.27,100000,0,0,1,0.223,1,1
0,31,2,25645,690,7,0.17,150000,1,0,1,0.266,0,1
0,50,1,20000,644,28,0.16,250000,4,0,0,0.127,0,0
0,62,3,39948,724,38,0.26,250000,3,0,1,0.182,0,1
0,55,3,39687,721,32,0.28,100000,3,0,1,0.135,0,1
0,58,1,20000,675,35,0.25,50000,2,0,1,0.289,0,1
1,41,4,53637,748,17,0.24,100000,3,0,1,0.303,1,1
0,29,1,20000,731,6,0.38,300000,2,0,1,0.357,0,0
1,28,3,37953,646,4,0.26,150000,4,0,1,0.228,1,1
1,27,2,26126,742,5,0.31,150000,0,0,1,0.349,1,1
0,32,2,24345,630,9,0.26,50000,0,0,1,0.145,0,0
0,65,2,24608,722,42,0.17,50000,0,1,1,0.217,0,1
1,39,3,40320,742,16,0.29,200000,4,0,1,0.115,1,1
0,63,4,50638,690,39,0.2,150000,2,0,1,0.246,1,1
1,50,2,27613,677,27,0.24,150000,1,1,0,0.223,0,0
1,46,2,25047,663,24,0.27,50000,1,0,1,0.02,1,1
1,42,2,25494,634,19,0.11,150000,3,0,1,0.289,1,1
0,24,4,51224,664,2,0.14,200000,4,0,0,0.268,0,1
0,39,4,52178,727,16,0.31,100000,2,0,0,0.156,0,1
1,45,3,40705,737,22,0.2,250000,2,0,0,0.222,1,1
0,59,2,26403,679,37,0.21,100000,1,0,1,0.081,0,1
1,31,4,52991,644,8,0.26,100000,1,0,0,0.138,1,1
0,48,1,20000,606,26,0.22,150000,3,0,1,0.334,0,0
1,33,2,24149,674,11,0.28,300000,2,0,1,0.108,1,1
1,28,2,25549,650,6,0.25,100000,2,0,0,0.201,0,0
0,38,2,25327,745,15,0.26,200000,0,0,0,0.088,0,1
1,22,3,38564,651,0,0.2,150000,0,1,1,0.227,0,0
1,47,3,37049,722,25,0.26,100000,0,0,1,0.245,1,1
0,36,1,20000,635,13,0.33,100000,2,0,0,0.258,0,0
0,54,2,27311,664,30,0.21,300000,1,0,1,0.237,0,1
1,58,2,25505,689,36,0.31,100000,4,0,1,0.314,1,1
1,52,2,27977,708,30,0.25,200000,2,1,1,0.156,1,1
1,56,2,26502,703,32,0.3,300000,0,0,0,0.115,1,1
1,22,1,20000,639,0,0.26,50000,0,0,0,0.153,0,0
1,29,3,37334,695,7,0.25,150000,3,0,1,0.092,1,1
0,33,3,38375,669,9,0.27,100000,1,0,0,0.206,0,1
0,40,4,50667,621,18,0.33,100000,2,0,0,0.189,0,1
1,46,4,51672,712,23,0.27,50000,2,0,0,0.238,1,1
1,53,3,39374,759,29,0.28,200000,0,1,1,0.071,1,1
1,33,1,20000,754,11,0.22,200000,0,0,0,0.199,1,1
1,34,3,37335,707,12,0.36,200000,1,0,0,0.297,1,1
0,49,2,24665,693,27,0.29,250000,1,0,1,0.246,0,1
1,22,3,40042,545,0,0.26,100000,2,0,0,0.048,0,0
1,27,2,24080,830,4,0.24,100000,2,0,0,0.199,1,1
0,29,3,39134,768,6,0.32,150000,4,0,1,0.141,0,1
1,25,2,25799,721,1,0.21,100000,3,0,1,0.201,1,1
0,26,1,20000,673,4,0.13,100000,1,0,1,0.17,0,0
1,46,2,24990,557,24,0.26,150000,1,0,0,0.339,0,0
0,43,1,20000,680,21,0.33,250000,2,0,0,0.207,0,0
0,49,4,51715,701,25,0.36,300000,0,0,1,0.225,0,1
0,60,2,26745,602,36,0.24,100000,4,0,1,0.196,0,1
0,44,2,24122,704,22,0.25,250000,1,0,0,0.238,0,1
1,25,4,53960,768,3,0.29,250000,3,0,1,0.183,1,1
1,25,3,40167,708,3,0.23,150000,4,0,0,0.262,1,1
0,42,2,24604,698,18,0.29,50000,2,0,0,0.169,0,1
0,58,2,26562,702,34,0.24,300000,0,0,0,0.31,0,1
1,62,2,24903,662,39,0.32,200000,2,0,1,0.24,1,1
1,23,3,40514,731,1,0.3,300000,2,0,0,0.188,1,1
1,28,3,38537,773,6,0.31,150000,2,0,0,0.267,1,1
1,37,4,51981,702,14,0.24,150000,0,0,1,0.239,1,1
1,38,1,20000,628,16,0.38,100000,1,0,0,0.266,0,0
0,41,2,26352,603,18,0.28,300000,4,0,0,0.207,0,0
1,44,1,20000,697,20,0.27,100000,4,1,0,0.181,0,0
1,55,3,40219,723,32,0.2,50000,0,0,1,0.211,1,1
0,32,1,20000,690,9,0.24,150000,3,1,0,0.16,0,0
0,55,1,20000,657,31,0.26,150000,0,1,1,0.278,0,0
0,54,2,25865,695,32,0.19,100000,3,0,0,0.318,0,1
0,47,2,27944,650,24,0.23,200000,0,0,0,0.246,0,1
1,23,3,38941,650,0,0.24,150000,4,0,1,0.313,1,1
0,44,2,26309,625,22,0.25,150000,2,0,1,0.29,0,0
1,62,2,25597,625,39,0.13,50000,1,0,0,0.179,1,1
1,43,2,24490,709,19,0.24,150000,0,0,1,0.267,1,1
0,55,3,39785,675,32,0.22,100000,0,0,0,0.097,0,1
0,36,2,25054,642,14,0.25,100000,2,0,1,0.215,0,0
1,31,2,24701,605,9,0.32,200000,3,0,1,0.105,0,0
1,36,2,26934,716,13,0.39,100000,2,0,0,0.191,1,1
1,63,1,20000,728,41,0.3,100000,3,1,1,0.085,1,1
1,50,3,39059,633,28,0.16,150000,2,0,1,0.288,1,1
1,44,1,20000,663,21,0.23,100000,4,0,0,0.168,0,0
0,38,4,51423,648,15,0.29,100000,2,0,0,0.273,0,1
1,30,2,25560,672,8,0.28,200000,0,0,1,0.194,0,0
0,57,4,51941,733,34,0.32,200000,2,1,0,0.052,0,1
0,30,3,39138,779,6,0.24,200000,1,0,1,0.161,0,1
0,37,2,24599,655,14,0.22,150000,4,0,1,0.158,0,0
0,57,3,40915,728,35,0.37,150000,1,0,1,0.199,0,1
1,54,2,27572,719,30,0.25,200000,0,0,1,0.321,1,1
1,52,2,25809,671,30,0.18,100000,0,0,0,0.334,1,1
0,27,2,26348,743,5,0.35,100000,2,1,1,0.182,0,0
0,31,2,25134,661,7,0.15,200000,0,0,0,0.099,0,0
0,37,3,37079,713,14,0.01,150000,4,0,1,0.14,0,1
1,25,2,24835,648,3,0.3,200000,0,0,0,0.238,0,0
0,43,3,37651,719,20,0.31,100000,0,1,0,0.191,0,1
1,34,2,26480,703,11,0.28,100000,0,0,0,0.074,1,1
0,37,2,24416,745,13,0.16,250000,0,0,0,0.16,0,1
0,50,4,53285,800,28,0.25,150000,1,0,0,0.305,1,1
1,27,3,38470,740,3,0.23,150000,1,1,1,0.223,1,1
0,47,3,39065,726,23,0.21,50000,0,0,1,0.204,0,1
1,32,3,38077,668,10,0.35,100000,0,0,1,0.169,1,1
1,45,4,51903,575,23,0.18,50000,1,0,0,0.163,1,1
1,50,2,27680,751,26,0.27,150000,2,0,0,0.244,1,1
0,24,3,40866,792,0,0.33,300000,1,0,1,0.211,0,1
0,31,2,24745,697,7,0.28,250000,0,0,0,0.262,0,0
0,22,1,20000,614,0,0.34,200000,1,0,1,0.244,0,0
1,64,1,20000,745,42,0.29,250000,2,1,0,0.202,1,1
0,47,2,26893,740,23,0.28,150000,1,1,1,0.231,0,1
0,33,2,25944,567,11,0.28,150000,2,0,0,0.153,0,0
1,35,4,52465,707,13,0.29,100000,4,1,0,0.196,1,1
0,46,3,37855,703,24,0.22,200000,0,0,1,0.307,0,1
1,29,2,27557,591,6,0.16,100000,0,0,0,0.201,0,0
0,64,1,20000,610,41,0.32,150000,0,0,1,0.183,0,0
1,25,2,27637,740,1,0.33,250000,1,0,0,0.217,1,1
1,49,2,26646,683,26,0.27,100000,0,1,1,0.107,0,0
1,28,3,38796,637,4,0.21,100000,1,1,0,0.218,0,0
0,31,1,20000,633,7,0.14,100000,4,0,1,0.336,0,0
1,57,2,27194,613,35,0.26,150000,0,0,1,0.135,1,1
1,23,4,50419,704,0,0.16,100000,1,0,1,0.221,1,1
0,47,3,40637,731,23,0.15,150000,2,1,1,0.198,0,1
0,35,3,39263,754,11,0.25,100000,0,0,1,0.196,0,1
1,37,3,40491,653,13,0.2,150000,0,0,1,0.195,1,1
1,64,2,24708,660,42,0.27,100000,2,0,0,0.257,1,1
1,63,1,20000,697,41,0.24,300000,0,1,1,0.112,0,0
1,38,3,40013,742,14,0.21,150000,3,0,0,0.255,1,1
0,43,3,40948,710,20,0.13,200000,0,0,0,0.206,0,1
0,25,2,27299,749,2,0.19,200000,1,0,1,0.059,0,1
0,40,1,20000,769,16,0.19,150000,2,0,1,0.23,0,1
1,23,3,38667,600,1,0.16,100000,0,0,0,0.209,0,0
0,60,1,20000,753,36,0.23,150000,0,0,1,0.13,0,1
0,30,1,20000,741,6,0.17,200000,0,0,1,0.213,0,1
0,40,2,26880,615,18,0.24,150000,3,0,1,0.095,0,0
0,37,2,27540,705,14,0.27,50000,2,0,1,0.145,0,1
0,46,1,20000,704,22,0.19,50000,0,0,0,0.203,0,0
0,39,1,20000,610,17,0.28,100000,2,0,1,0.065,0,0
1,44,3,40620,686,22,0.15,100000,2,0,0,0.108,1,1
0,42,2,27650,688,18,0.17,250000,4,0,1,0.12,0,1
1,32,2,24622,620,10,0.24,100000,1,0,1,0.206,0,0
0,60,2,25438,661,36,0.3,150000,3,0,1,0.235,0,1
1,62,4,50218,777,39,0.31,200000,1,0,1,0.129,1,1
0,25,1,20000,762,1,0.36,200000,3,0,1,0.124,0,0
0,46,1,20000,609,23,0.22,150000,0,0,1,0.211,0,0
1,53,3,39134,543,31,0.24,100000,0,0,1,0.209,1,1
1,51,1,20000,738,27,0.18,100000,3,0,0,0.144,1,1
0,47,2,26862,780,25,0.16,150000,3,0,0,0.346,0,1
0,57,2,26458,728,33,0.27,150000,1,1,1,0.215,0,1
1,55,4,50690,684,33,0.2,150000,2,0,1,0.186,1,1
1,30,4,53987,640,7,0.34,100000,1,0,1,0.169,1,1
0,33,4,52029,733,9,0.15,250000,0,0,1,0.281,1,1
1,23,1,20000,728,1,0.28,50000,0,0,0,0.244,0,0
1,59,3,39572,653,35,0.18,150000,0,1,0,0.061,1,1
1,26,1,20000,685,2,0.19,300000,2,0,1,0.144,0,0
1,26,3,39347,666,3,0.29,200000,0,0,1,0.164,1,1
1,43,3,39455,731,21,0.2,150000,0,0,0,0.199,1,1
1,26,1,20000,556,2,0.21,100000,4,1,1,0.25,0,0
1,25,3,37374,711,1,0.19,300000,0,0,1,0.114,1,1
1,30,1,20000,649,6,0.37,50000,2,0,1,0.194,0,0
1,50,2,27834,780,26,0.21,200000,3,0,1,0.336,1,1
1,43,4,51922,717,19,0.25,250000,0,0,1,0.202,1,1
